jarak,waktu
9.74,1
9.18,2
9.07,3
9.07,4
9.18,5
9.18,6
9.07,7
9.16,8
9.18,9
9.06,10
9.07,11
9.18,12
9.06,13
9.07,14
9.18,15
9.06,16
9.07,17
9.18,18
9.18,19
9.06,20
9.18,21
9.16,22
9.07,23
9.16,24
9.18,25
9.07,26
9.07,27
9.18,28
9.06,29
9.07,30
9.18,31
9.07,32
9.06,33
9.18,34
9.18,35
9.06,36
9.18,37
9.16,38
9.06,39
9.07,40
9.16,41
9.07,42
9.07,43
9.18,44
9.06,45
9.07,46
9.18,47
9.18,48
9.07,49
9.18,50
9.18,51
9.07,52
9.18,53
9.18,54
9.07,55
9.07,56
9.18,57
9.06,58
9.07,59
