jarak,waktu
6.53,1
6.21,2
6.21,3
6.21,4
6.84,5
6.86,6
6.84,7
6.76,8
6.86,9
6.76,10
6.86,11
6.74,12
6.76,13
6.84,14
6.86,15
6.86,16
6.86,17
6.74,18
6.76,19
6.86,20
6.84,21
6.86,22
6.76,23
6.76,24
6.86,25
6.86,26
6.86,27
6.86,28
6.76,29
6.76,30
6.86,31
6.86,32
6.84,33
6.76,34
6.86,35
6.74,36
6.74,37
6.86,38
6.86,39
6.86,40
6.74,41
6.76,42
6.76,43
6.86,44
6.84,45
6.86,46
6.74,47
