jarak,waktu
9.74,1
9.18,2
9.16,3
9.06,4
9.16,5
9.18,6
9.07,7
9.07,8
9.18,9
9.06,10
9.07,11
9.16,12
9.07,13
9.07,14
9.16,15
9.16,16
9.07,17
9.18,18
9.18,19
9.06,20
9.18,21
9.18,22
9.06,23
9.07,24
9.18,25
9.07,26
9.07,27
9.18,28
9.06,29
9.06,30
9.16,31
9.16,32
9.06,33
9.18,34
9.18,35
9.07,36
9.06,37
9.16,38
9.06,39
9.07,40
9.16,41
9.07,42
9.74,43
9.5,44
