jarak,waktu
12.13,1
12.25,2
12.13,3
12.23,4
12.13,5
12.23,6
12.13,7
12.13,8
12.13,9
12.13,10
12.13,11
12.13,12
12.23,13
12.13,14
12.23,15
12.13,16
12.23,17
12.13,18
12.23,19
12.13,20
12.23,21
12.13,22
12.13,23
12.13,24
12.13,25
12.13,26
12.13,27
12.13,28
12.13,29
12.23,30
12.14,31
12.23,32
12.14,33
12.25,34
12.13,35
12.23,36
