jarak,waktu
15.19,1
15.54,2
15.86,3
15.86,4
15.86,5
15.86,6
15.86,7
15.86,8
15.86,9
15.86,10
15.97,11
15.86,12
15.85,13
15.86,14
15.97,15
15.86,16
15.86,17
15.86,18
15.97,19
15.86,20
15.86,21
15.86,22
15.86,23
15.86,24
