jarak,waktu
12.23,1
12.23,2
12.13,3
12.13,4
12.14,5
12.13,6
12.13,7
12.13,8
12.23,9
12.14,10
12.23,11
12.14,12
12.23,13
12.14,14
12.23,15
12.13,16
12.25,17
12.13,18
12.13,19
12.13,20
12.14,21
12.13,22
12.13,23
12.14,24
12.13,25
12.23,26
12.13,27
12.23,28
12.13,29
12.23,30
12.13,31
